F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
C,A,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,11.1,3.5,0.5,
C,B,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,10.5,5.1,3.4,
C,C,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,6.3,4.0,2.1,
C,D,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,3.9,0.0,0.5,
C,E,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,4.5,0.2,2.5,
C,F,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,6.9,4.4,1.4,
C,G,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,6.1,0.0,9.4,
C,H,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,9.6,0.0,16.4,
C,I,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,2.5,1.8,3.5,
C,J,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,10.0,0.2,1.8,
C,K,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,3.6,0.0,1.3,
C,L,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,4.8,2.5,0.0,
S,A,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,18.9,0.5,1.3,
S,B,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,13.8,1.0,0.7,
S,C,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,13.5,9.0,1.9,
S,D,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,11.3,5.5,1.5,
S,E,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,17.0,0.0,0.8,
S,F,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,16.0,2.8,1.8,
S,G,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,21.7,27.9,1.2,
S,H,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,18.7,0.0,1.5,
S,I,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,34.5,12.5,4.9,
S,J,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,21.5,351.3,4.1,
S,K,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,14.3,6.3,1.9,
S,L,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,15.0,6.3,6.2,
F,A,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,14.8,3.0,3.5,
F,B,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,17.0,4.5,5.4,
F,C,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,11.7,21.8,4.9,
F,D,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,12.4,6.7,4.1,
F,E,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,9.9,8.6,1.9,
F,F,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,21.6,1.9,2.0,
F,G,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,7.8,12.6,2.5,
F,H,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,21.6,7.9,0.9,
F,I,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,9.7,0.1,1.1,
F,J,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,13.0,0.1,7.2,
F,K,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,13.2,0.3,3.0,
F,L,2022,245,9/2/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,16.5,4.5,2.6,
S,A,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,109.0,0.0,0.4,
S,B,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,109.1,0.5,0.5,
S,C,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,121.0,1.9,0.8,
S,D,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,101.2,0.3,0.8,
S,E,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,117.5,0.9,1.3,
S,F,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,113.0,7.3,1.8,
S,G,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,135.0,0.0,0.3,
S,H,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,107.0,0.5,0.5,
S,I,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,118.0,10.0,2.1,
S,J,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,100.1,2.8,0.4,
S,K,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,89.3,0.4,0.2,
S,L,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,93.1,2.1,0.2,
F,A,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,103.6,3.6,1.8,
F,B,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,111.4,1.3,2.3,
F,C,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,108.5,14.8,2.9,
F,D,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,123.0,1.2,1.3,
F,E,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,87.1,11.9,1.1,
F,F,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,136.3,0.4,0.7,
F,G,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,76.0,0.9,3.9,
F,H,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,96.8,0.6,0.8,
F,I,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,106.4,1.9,0.0,
F,J,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,125.1,0.7,1.3,
F,K,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,113.2,0.1,3.8,
F,L,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,91.5,0.6,0.4,
C,A,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,92.6,3.8,0.2,
C,B,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,121.9,66.4,2.5,
C,C,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,90.1,1.5,0.4,
C,D,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,75.9,3.4,1.6,
C,E,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,78.6,4.1,2.3,
C,F,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,81.3,1.8,5.7,
C,G,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,92.7,3.1,3.5,
C,H,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,101.1,6.3,0.0,
C,I,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,112.8,0.2,0.1,
C,J,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,73.9,1.5,0.3,
C,K,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,72.0,11.9,1.3,
C,L,2022,301,10/28/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,85.8,0.6,0.0,
C,A,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,7.9,10.0,23.2,68.0,NA,2.7,10.9,
C,B,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,9.1,3.8,25.6,41.0,NA,8.1,13.2,
C,C,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,3.2,7.5,28.7,30.4,NA,8.3,14.2,
C,D,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,1.9,5.2,35.0,24.1,NA,5.4,7.9,
C,E,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,1.8,4.2,18.6,67.4,NA,1.8,8.0,
C,F,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,0.2,7.5,16.7,42.8,NA,2.4,7.3,
C,G,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,2.1,4.1,11.6,65.0,NA,5.2,5.8,
C,H,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,1.2,7.6,13.0,68.6,NA,87.4,7.7,
C,I,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,3.6,5.5,14.9,37.7,NA,0.7,7.4,
C,J,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,1.0,1.9,3.2,21.6,NA,5.9,6.8,
C,K,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,4.0,8.9,23.7,28.8,NA,5.0,5.4,
C,L,2023,27,1/27/2023,2/11/2025,2/11/2025,AES,3.8,4.4,29.0,54.5,NA,2.0,6.3,
S,A,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,23.5,9.7,25.5,7.1,NA,1.0,17.2,
S,B,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,25.7,17.0,21.0,5.6,NA,1.5,15.9,
S,C,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,10.2,23.4,17.7,9.5,NA,69.2,18.3,
S,D,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,4.7,19.3,27.9,22.0,NA,0.5,14.9,
S,E,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,11.8,20.0,24.3,9.5,NA,2.9,15.1,
S,F,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,10.3,12.5,31.4,5.5,NA,2.1,16.7,
S,G,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,1.8,15.5,30.0,6.3,NA,4.3,13.0,
S,H,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,1.6,9.7,48.9,18.0,NA,0.8,13.1,
S,I,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,9.0,12.9,19.8,4.9,NA,6.9,13.8,
S,J,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,6.8,15.8,26.6,7.5,NA,24.6,14.6,
S,K,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,13.1,10.2,21.7,4.6,NA,1.5,16.1,
S,L,2023,27,1/27/2023,2/12/2025,2/13/2025,AES,27.8,7.8,22.6,15.3,NA,0.0,14.4,
F,A,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,15.3,18.2,15.6,14.6,NA,9.3,18.7,
F,B,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,31.1,25.0,13.0,8.7,NA,0.0,20.4,
F,C,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,14.9,22.9,17.1,2.7,NA,1.5,18.8,
F,D,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,20.3,29.5,24.6,7.9,NA,2.0,21.0,
F,E,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,24.7,18.8,28.9,3.2,NA,0.1,18.1,
F,F,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,15.7,24.5,24.3,5.8,NA,0.0,20.7,
F,G,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,5.7,23.3,43.1,31.6,NA,14.1,22.4,
F,H,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,16.6,16.0,31.1,5.1,NA,8.3,16.5,
F,I,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,6.5,20.5,31.3,14.1,NA,9.5,21.5,
F,J,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,10.3,20.5,38.7,8.8,NA,1.4,22.6,
F,K,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,6.9,16.6,40.5,5.3,NA,0.5,21.9,
F,L,2023,27,1/27/2023,2/12/2025,2/18/2025,AES,8.9,20.3,38.4,1.6,NA,8.1,18.3,
C,A,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0,0.0,0.6,0.6,NA,4.9,15.2,
C,B,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,1.4,0.4,NA,7.4,15.1,
C,C,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.0,1.5,2.0,NA,3.7,9.6,
C,D,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.7,0.2,0.1,1.1,NA,2.6,11.6,
C,E,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.1,0.1,1.9,NA,2.3,12.1,
C,F,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,0.3,0.8,1.7,NA,8.3,17.7,
C,G,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.3,0.4,0.4,NA,8.5,12.6,
C,H,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.5,0.9,1.4,NA,29.3,14.0,
C,I,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.0,0.7,0.6,NA,49.5,12.8,
C,J,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,0.3,1.2,NA,7.6,10.1,
C,K,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.6,0.0,1.2,1.8,NA,1.8,9.9,
C,L,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,0.6,1.7,1.4,NA,3.3,10.1,
S,A,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.2,0.7,0.1,NA,5.3,12.7,
S,B,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,1.5,1.0,0.0,NA,8.9,11.7,
S,C,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.0,0.6,0.1,NA,10.2,11.2,
S,D,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,0.4,0.1,NA,0.2,11.2,
S,E,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.2,0.4,0.1,NA,5.8,11.2,
S,F,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.4,0.1,0.5,NA,8.2,11.2,
S,G,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,0.8,0.0,NA,2.3,14.3,
S,H,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,0.0,1.4,0.0,NA,4.7,17.5,
S,I,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.2,0.5,0.0,NA,6.9,10.4,
S,J,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,1.4,0.0,NA,48.7,9.9,
S,K,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.4,0.8,0.0,NA,0.3,10.3,
S,L,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.5,0.5,0.1,NA,4.3,14.2,
F,A,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,0.0,0.7,0.0,NA,2.2,13.6,
F,B,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.1,0.1,0.0,NA,9.3,13.5,
F,C,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.1,0.4,0.0,NA,1.7,14.0,
F,D,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.1,0.1,0.4,0.0,NA,13.6,11.1,
F,E,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.6,0.1,0.1,0.0,NA,3.1,13.0,
F,F,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.2,0.1,0.1,0.1,NA,3.7,13.7,
F,G,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.3,0.0,0.2,0.0,NA,39.4,17.5,
F,H,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.3,0.4,0.8,0.0,NA,14.5,16.1,
F,I,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.0,0.6,0.0,NA,14.0,14.7,
F,J,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.3,0.4,0.0,NA,17.1,14.0,
F,K,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,1.0,0.3,0.0,NA,14.9,14.5,
F,L,2023,125,5/5/2023,2/13/2025,2/19/2025,AES,0.0,0.2,0.6,0.0,NA,5.8,14.3,
C,A,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.8,17.0,2.4,11.0,NA,6.6,5.4,
C,B,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.6,18.5,2.4,16.7,NA,35.5,6.5,
C,C,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,2.3,6.1,5.1,6.5,NA,22.6,25.9,
C,D,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.3,7.0,3.9,12.7,NA,19.3,16.3,
C,E,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.1,12.7,3.3,4.7,NA,12.4,26.4,
C,F,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.0,7.6,3.6,11.6,NA,14.4,14.5,
C,G,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.3,5.7,2.8,13.1,NA,9.1,17.6,
C,H,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.0,4.6,2.5,17.9,NA,4.9,18.1,
C,I,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.1,22.5,1.7,12.9,NA,18.2,9.5,
C,J,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.1,10.2,1.7,9.0,NA,10.8,15.5,
C,K,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.6,7.6,4.2,8.7,NA,2.9,5.5,
C,L,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.7,6.1,4.9,12.2,NA,8.7,10.4,
S,A,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.6,25.1,2.8,9.1,NA,12.6,1.6,trap bag labeld 1 of 2; bag 2 of 2 missing
S,B,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,1.4,41.4,0.7,9.6,NA,253.8,8.1,
S,C,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.0,72.0,1.1,0.5,NA,14.8,14.6,
S,D,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.6,47.3,1.2,8.9,NA,13.5,12.8,
S,E,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.5,47.3,2.0,9.4,NA,35.3,15.2,
S,F,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.4,68.5,3.4,5.5,NA,4.5,14.6,
S,G,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.2,91.8,3.5,13.2,NA,68.3,16.1,
S,H,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.1,53.3,1.9,9.5,NA,22.2,9.6,
S,I,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.0,61.5,1.1,20.6,NA,21.5,7.3,
S,J,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.3,48.5,1.5,9.4,NA,11.7,13.7,
S,K,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.1,39.6,0.6,11.0,NA,13.1,17.8,
S,L,2023,277,10/4/2023,2/18/2025,3/4/2025,AES,0.5,33.8,4.1,19.2,NA,43.5,7.7,
F,A,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.0,18.3,0.7,28.8,NA,18.3,5.9,
F,B,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.2,32.6,1.3,27.6,NA,27.5,13.7,
F,C,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.5,41.5,2.5,11.9,NA,18.0,8.4,
F,D,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.2,42.2,2.3,8.9,NA,10.4,10.1,
F,E,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.2,37.4,3.8,4.7,NA,5.3,12.8,
F,F,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.7,38.8,3.7,8.4,NA,10.5,17.4,
F,G,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.4,21.1,4.2,19.3,NA,7.1,17.1,
F,H,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.6,57.1,2.7,13.3,NA,6.4,5.0,
F,I,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,1.0,32.2,3.9,24.6,NA,23.5,4.2,
F,J,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,1.2,29.0,3.6,8.6,NA,2.6,11.4,
F,K,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.3,41.6,3.6,6.9,NA,1.5,13.1,
F,L,2023,277,10/4/2023,2/20/2025,3/4/2025,AES,0.1,35.7,2.2,11.2,NA,33.7,11.5,
C,A,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,3.7,11.6,3.9,16.7,NA,0.0,1.9,
C,B,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,4.3,13.2,7.3,29.2,NA,0.0,4.1,
C,C,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,0.9,14.4,10.3,10.0,NA,0.2,1.4,
C,D,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,3.2,19.7,7.0,10.3,NA,0.0,3.4,
C,E,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,0.8,13.4,4.8,12.9,NA,0.7,2.9,
C,F,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,0.0,14.1,6.5,12.1,NA,3.3,7.7,
C,G,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,0.4,14.3,3.5,12.5,NA,0.2,0.7,
C,H,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,0.2,12.6,4.0,14.2,NA,0.2,0.7,
C,I,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,2.0,19.5,3.1,11.8,NA,20.4,2.6,
C,J,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,2.2,17.0,2.9,9.1,NA,0.1,5.1,
C,K,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,5.1,13.1,3.6,7.5,NA,0.6,0.1,
C,L,2023,296,10/25/2023,2/25/2025,3/4/2025,AES,10.6,6.3,5.7,13.1,NA,0.0,0.4,
S,A,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,62.4,2.6,7.6,NA,15.4,1.7,
S,B,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.2,58.2,1.2,2.2,NA,3.2,0.9,
S,C,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.4,69.3,0.4,2.1,NA,0.0,0.2,
S,D,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,51.6,1.9,4.9,NA,0.1,1.1,
S,E,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.5,46.0,3.6,3.7,NA,0.3,0.6,
S,F,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.1,59.4,1.8,3.6,NA,0.2,1.3,
S,G,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.4,40.7,3.4,3.1,NA,0.2,1.4,
S,H,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.0,26.6,4.0,12.1,NA,1.8,1.0,
S,I,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.2,48.8,2.3,3.0,NA,1.8,1.2,
S,J,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.0,37.9,2.2,2.6,NA,0.1,1.3,
S,K,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.8,40.7,1.1,3.9,NA,0.0,1.0,
S,L,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.9,24.4,2.2,9.5,NA,1.8,1.1,
F,A,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,29.0,0.7,1.5,NA,8.8,1.6,
F,B,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.4,22.0,1.8,2.8,NA,0.3,1.4,
F,C,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.6,29.5,1.2,2.0,NA,0.0,0.7,
F,D,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,28.2,0.9,1.9,NA,0.2,0.8,
F,E,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,19.0,2.1,0.5,NA,0.0,1.4,
F,F,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.9,28.5,1.7,2.8,NA,0.1,1.7,
F,G,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.3,19.2,2.6,7.4,NA,0.0,11.2,
F,H,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.0,13.8,2.1,5.1,NA,0.0,0.8,
F,I,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.0,33.2,2.8,7.3,NA,1.5,4.4,
F,J,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.5,30.8,4.9,2.4,NA,0.0,3.4,
F,K,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,0.7,38.2,2.1,3.5,NA,0.0,2.9,
F,L,2023,296,10/25/2023,2/27/2025,3/4/2025,AES,1.0,33.5,1.3,1.9,NA,0.0,0.9,
C,A,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,5.2,26.3,4.7,29.9,NA,0.0,0.9,
C,B,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,9.0,20.0,8.4,49.6,NA,0.0,0.5,
C,C,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,4.0,19.4,20.6,16.7,NA,0.0,5.8,
C,D,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,7.0,24.2,13.8,17.6,NA,0.6,1.5,
C,E,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,3.8,18.1,7.6,42.9,NA,0.0,1.4,
C,F,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,1.1,26.9,10.7,38.5,NA,0.0,8.0,
C,G,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,1.1,33.1,7.4,34.6,NA,0.1,4.1,
C,H,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,2.8,19.5,9.7,37.9,NA,0.0,1.1,
C,I,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,11.6,26.6,8.3,38.7,NA,0.8,0.7,
C,J,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,11.8,10.6,6.3,21.0,NA,1.8,1.0,
C,K,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,20.6,21.9,12.3,21.1,NA,0.0,2.3,
C,L,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,21.0,17.9,7.8,25.1,NA,0.4,3.0,
S,A,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,7.3,13.1,6.1,9.2,NA,1.7,2.6,
S,B,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,15.6,16.6,7.0,6.8,NA,0.0,2.4,
S,C,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,11.8,18.2,3.5,5.0,NA,0.0,2.9,
